#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
0404_BM_B9__VRC03	6.49	-1535.026381	-528.902223	1857.828269	-33.242254	15.500000	14.833333	-4.637527	28.666667	9.833333	16.166667	19.166667	16.500000	32.166667	108.248979	250.923797	36.897667	201.588400	-190.568667	-516.563500	-16.435883	-19.781000	41.256667	20.218333	-13.137702
0404_BM_F3__VRC03	0.64	-1332.410951	-538.875628	1658.932342	-32.605681	16.333333	15.000000	-5.426112	28.500000	11.000000	12.500000	23.166667	18.000000	28.000000	107.989787	250.976262	35.286667	78.304150	-196.975000	-561.625667	-17.024347	-19.683500	41.736667	19.036667	-14.934767
0404_BM_G3__VRC03	1.0	-1302.778097	-529.159621	1637.745327	-32.600690	15.666667	14.333333	-5.365941	27.000000	12.166667	12.166667	22.000000	17.000000	26.166667	106.104096	250.389298	35.359667	35.244217	-190.730333	-561.135500	-17.016322	-18.265833	41.573333	19.266667	-14.586233
0404_BM_H4__VRC03	0.28	-1326.911115	-592.597311	1705.551149	-34.804367	15.666667	14.166667	-3.795349	31.833333	11.500000	14.166667	25.000000	18.333333	28.333333	115.071623	255.500000	34.117333	23.905767	-237.533833	-653.402167	-19.446332	-20.578333	40.883333	21.078333	-16.264717
0439_V5_C1__VRC03	0.224	-1585.940721	-494.588059	1860.713384	-30.835250	16.666667	14.833333	-5.681590	24.333333	10.666667	11.333333	21.166667	18.666667	20.666667	95.766366	247.455046	32.099167	-115.091650	-216.970833	-619.854000	-16.507942	-17.197333	41.315000	19.763333	-13.624267
0815_V3_C3__VRC03	0.02933	-1537.906227	-456.931204	1758.883365	-29.213699	17.000000	15.333333	-3.738042	25.166667	8.833333	8.500000	18.500000	16.333333	20.333333	94.468574	245.716855	21.276167	-234.924367	-210.724333	-621.709167	-14.724044	-16.302333	39.870000	20.275000	-13.886600
0907_V4_C12__VRC03	0.08	-1307.169519	-467.099918	1581.016072	-30.611179	15.000000	13.833333	-4.481720	26.166667	7.000000	11.166667	18.833333	14.166667	24.666667	95.639524	240.484834	25.468667	-98.484783	-197.390333	-605.736167	-14.991661	-18.168500	42.743333	19.100000	-10.275553
0921_V2_C14__VRC03	0.633	-849.142913	-474.256091	1158.411129	-29.767297	13.166667	12.000000	-6.061717	27.333333	10.666667	9.833333	21.666667	14.500000	22.833333	96.987091	241.577638	28.121500	-111.491683	-168.169333	-569.393000	-15.979852	-17.386500	42.286667	19.808333	-13.990967
1006_11_C3_1601__VRC03	0.08	-1172.364715	-468.688354	1446.351050	-29.265547	15.500000	13.666667	-3.264058	23.166667	9.666667	9.166667	17.833333	16.000000	21.333333	94.427498	242.809531	27.645833	-43.665383	-173.033000	-533.110167	-15.119914	-15.771167	42.021667	19.023333	-14.145633
1012_11_TC21_3257__VRC03	0.05	-1469.560087	-493.360023	1763.881742	-30.599648	15.500000	14.166667	-5.366826	27.500000	9.000000	13.000000	19.000000	13.666667	25.000000	100.097877	250.436824	32.730000	17.008083	-193.827333	-590.466667	-15.812728	-17.783333	42.636667	19.903333	-14.549217
1054_07_TC4_1499__VRC03	0.92	-1437.636703	-466.938302	1735.417447	-29.305489	14.666667	12.166667	-3.394862	24.500000	9.166667	9.833333	18.000000	12.333333	25.166667	95.274574	246.897741	27.622833	-107.399817	-185.627333	-578.474500	-15.290513	-16.792167	42.905000	18.863333	-14.607867
1056_10_TA11_1826__VRC03	0.35	-1106.614347	-476.341177	1383.296714	-29.774879	15.166667	14.333333	-5.474421	27.500000	9.166667	11.333333	22.500000	13.833333	23.666667	97.046775	248.144827	26.522833	-72.537350	-169.551500	-549.707333	-15.558157	-19.039500	40.338333	20.715000	-12.966548
16055_2_3__VRC03	0.13994	-1600.278249	-472.303685	1856.658525	-30.059158	16.166667	13.833333	-3.549011	27.333333	6.500000	10.666667	17.166667	13.666667	23.000000	94.346565	243.254388	24.714667	-132.738518	-217.721333	-649.144833	-15.936463	-17.124500	41.806667	20.778333	-17.066767
16845_2_22__VRC03	48.5	-1572.119355	-506.568935	1857.181713	-30.661280	15.000000	13.666667	-6.066915	29.000000	9.666667	9.833333	25.000000	15.000000	22.833333	97.078704	249.102706	25.596000	-163.178817	-211.173000	-648.505500	-16.951538	-19.571833	40.551667	20.108333	-14.896883
16936_2_21__VRC03	0.06831	-1355.407739	-483.915079	1680.793032	-30.202920	13.333333	11.833333	-3.378296	24.166667	7.666667	10.000000	17.666667	10.833333	27.500000	94.211466	241.129414	26.874000	-68.158362	-202.859500	-635.010833	-15.374381	-17.732667	41.951667	20.116667	-13.213567
231965_C1__VRC03	35.88454	-1754.288020	-464.890721	2038.155314	-29.342080	13.833333	12.833333	-5.361705	26.666667	9.166667	12.000000	21.833333	15.833333	21.833333	97.330647	247.639121	22.917000	-227.209000	-209.377333	-647.351500	-15.839476	-18.100000	43.556667	19.238333	-13.657133
235_47__VRC03	0.25616	-1203.730486	-474.194397	1492.080425	-28.558446	13.500000	11.166667	-3.803925	24.166667	9.500000	6.833333	22.500000	14.000000	21.000000	95.087733	242.119221	25.857333	-250.729050	-190.301667	-576.496500	-15.245966	-17.717833	39.901667	19.910000	-12.783453
25710_2_43__VRC03	0.1396	-1115.152581	-485.516914	1344.190188	-30.426654	15.833333	14.333333	-6.453552	30.333333	9.666667	10.166667	23.166667	14.500000	23.833333	97.323206	243.407232	26.238167	-196.145017	-195.435667	-624.834833	-16.893829	-18.758167	41.650000	20.403333	-16.111683
25711_2_4__VRC03	1.0511	-1310.236045	-484.641855	1585.872912	-29.729577	15.000000	13.333333	-6.524358	28.666667	9.500000	14.000000	20.833333	13.333333	24.666667	97.405839	247.095399	29.093667	-112.269783	-182.043167	-570.438167	-15.862974	-18.653167	40.788333	21.598333	-13.192837
25925_2_22__VRC03	0.18906	-1030.138577	-456.728540	1351.219196	-28.650949	12.666667	11.500000	-4.695719	25.333333	8.166667	9.666667	17.333333	14.166667	23.166667	95.260184	243.127244	31.163333	-122.717900	-176.148833	-594.530333	-15.389107	-16.639000	41.580000	19.291667	-14.499983
263_8__VRC03	0.0564	-1478.042667	-497.315381	1735.291843	-30.531008	15.500000	13.833333	-6.088155	28.333333	9.166667	8.333333	23.333333	15.666667	22.000000	98.835205	249.069019	29.298000	-138.672842	-223.105833	-633.817000	-16.126531	-18.817167	40.120000	18.838333	-16.393667
286_36__VRC03	4.74903	-1273.792811	-476.694631	1583.302161	-29.128769	13.500000	12.666667	-3.521500	24.166667	8.166667	8.833333	18.833333	11.000000	25.833333	94.233744	239.655178	25.397167	-188.773367	-197.711167	-639.707167	-15.450982	-17.487167	41.928333	20.323333	-13.624600
288_38__VRC03	0.31547	-928.876009	-454.459758	1225.810208	-28.423464	13.000000	11.833333	-4.500793	23.833333	8.666667	9.500000	19.666667	15.333333	21.000000	95.212704	244.217082	30.207500	-196.213308	-184.807667	-594.063167	-15.510292	-16.914500	41.741667	19.951667	-12.347767
3103_V3_C10__VRC03	0.59	-1206.979964	-518.978376	1534.352067	-30.186007	13.666667	13.000000	-6.240448	28.666667	9.000000	11.333333	22.666667	15.000000	23.833333	98.378470	246.951696	24.643167	-124.024400	-209.844000	-661.538000	-16.719341	-19.509833	39.345000	19.920000	-15.021567
3168_V4_C10__VRC03	0.06627	-1674.567159	-459.678464	1943.300079	-29.683866	14.333333	13.166667	-5.714742	27.333333	8.666667	13.000000	18.666667	14.000000	24.500000	97.312143	245.906691	25.444333	-158.993533	-208.873500	-647.912333	-16.084010	-17.956833	40.230000	21.031667	-13.406767
3301_V1_C24__VRC03	0.09391	-1225.654706	-463.362793	1543.138280	-27.800311	12.333333	11.333333	-4.633830	25.500000	8.833333	10.500000	17.833333	12.833333	22.500000	95.124175	241.225680	31.114833	-139.323142	-176.375500	-619.832000	-14.777938	-16.318000	41.886667	21.120000	-12.843667
3305_BM_C1__VRC03	1.91	-1329.178137	-535.530645	1659.665687	-32.939616	15.666667	14.000000	-3.067907	26.166667	12.166667	10.000000	26.500000	19.333333	21.666667	104.744565	254.871164	23.680833	-135.369250	-242.137167	-704.759667	-18.548933	-18.957833	40.975000	20.353333	-17.041767
3305_BM_C11__VRC03	4.74	-1211.512717	-505.790190	1529.017624	-31.053811	14.166667	12.500000	-5.692220	29.166667	9.333333	11.000000	21.333333	17.833333	22.333333	97.123617	249.323650	29.824500	-172.123467	-206.512500	-646.038000	-17.329399	-18.104167	40.413333	20.703333	-15.985200
3305_BM_C9__VRC03	3.86	-1239.139121	-540.789739	1587.382358	-32.960659	15.000000	13.000000	-3.249964	24.666667	11.166667	10.000000	26.500000	20.666667	21.000000	104.843152	255.739755	28.037000	-136.671933	-243.756833	-713.449500	-18.249944	-19.149167	41.176667	20.563333	-16.683833
3305_BM_F6__VRC03	2.14	-1298.199012	-527.471044	1630.626533	-31.806628	14.500000	12.500000	-3.446660	27.000000	11.000000	9.500000	25.500000	18.166667	22.000000	102.155702	254.739677	25.379000	-172.177833	-236.552500	-701.518000	-18.501871	-18.996833	41.110000	19.713333	-16.765633
3365_V2_C20__VRC03	1.49476	-1279.381932	-469.554504	1565.164127	-29.198442	13.666667	11.333333	-4.364792	23.500000	9.333333	8.500000	17.833333	16.333333	20.166667	95.085692	242.921884	27.634167	-221.490417	-210.068667	-645.142500	-15.027655	-15.678500	40.710000	19.808333	-13.709500
3415_V1_C1__VRC03	0.02569	-1353.740373	-487.087102	1639.166435	-30.083421	14.333333	13.500000	-5.018646	25.833333	8.166667	11.500000	17.333333	14.500000	25.500000	96.517352	244.736078	27.601667	-71.984083	-193.657333	-576.117667	-15.774771	-17.409500	41.481667	19.731667	-13.321850
3873_V1_C24__VRC03	0.595	-1805.649831	-521.949341	2087.151580	-30.724261	16.666667	14.666667	-5.800100	29.000000	10.166667	11.000000	23.000000	16.500000	27.500000	102.694523	248.610498	30.633000	-129.490593	-228.803167	-650.222000	-17.478049	-19.313667	42.081667	20.283333	-13.919567
3988_25__VRC03	3.10611	-1500.787021	-483.121471	1755.982351	-30.268799	16.000000	14.333333	-6.253499	27.500000	9.666667	11.333333	21.500000	16.666667	23.333333	97.151081	243.764253	26.991667	-108.223217	-196.493000	-577.438833	-16.417382	-18.252333	40.973333	20.380000	-13.596073
398_F1_F6_20__VRC03	0.28947	-1406.050672	-474.139342	1715.511159	-29.727844	15.000000	12.666667	-4.678782	24.666667	9.833333	10.000000	17.833333	15.000000	22.500000	94.954790	242.346400	30.928667	-175.141217	-203.812500	-620.221833	-15.368428	-16.216167	40.820000	19.785000	-12.238017
4403_BM_B10__VRC03	0.05	-1375.222288	-480.104524	1650.112943	-29.624096	15.500000	13.666667	-5.181061	31.166667	8.333333	9.000000	18.333333	13.833333	26.500000	97.924102	243.489053	24.958500	-169.028700	-193.170333	-624.120167	-16.032503	-17.198000	42.441667	20.805000	-13.015750
4403_BM_B6__VRC03	0.05	-1498.915292	-480.266481	1762.590868	-29.774073	15.500000	13.666667	-5.944794	31.000000	8.000000	8.166667	17.000000	14.500000	27.166667	97.827726	242.892218	24.490500	-164.359800	-196.015667	-623.651833	-15.860167	-16.926000	41.253333	20.776667	-14.109517
4403_BM_C5__VRC03	0.02	-1330.852261	-485.528821	1637.139190	-29.273832	13.666667	12.166667	-5.188711	31.333333	8.000000	8.833333	18.500000	13.500000	26.000000	97.856247	243.296665	24.697667	-156.440007	-188.784667	-627.081167	-16.140713	-17.316833	42.326667	20.636667	-12.495350
4403_BM_G1__VRC03	0.13	-1422.563353	-441.289657	1697.559906	-27.627377	13.833333	13.000000	-3.628525	25.500000	8.166667	8.000000	14.000000	11.500000	26.833333	94.486981	241.908791	25.381833	-159.824567	-197.286667	-615.349333	-14.789489	-15.394833	41.716667	20.196667	-13.142700
4403_BM_H22__VRC03	0.59	-1355.012004	-495.715257	1667.873900	-30.488949	15.666667	13.833333	-5.897614	29.166667	9.000000	11.666667	18.500000	15.166667	24.666667	97.146830	247.378401	25.971667	-157.709600	-197.152500	-634.984667	-17.052875	-17.359333	40.981667	21.263333	-12.336823
5768_4__VRC03	0.38327	-1515.960284	-481.783023	1796.794941	-29.897224	15.666667	14.000000	-5.839549	27.166667	9.166667	13.333333	21.833333	13.333333	25.833333	97.166295	248.031736	28.499000	-102.384233	-185.475500	-579.998500	-16.175079	-19.548167	40.588333	20.390000	-14.097283
5807_BM_E7__VRC03	0.24	-1534.570252	-510.441557	1833.685399	-31.392938	15.666667	14.333333	-5.935237	28.500000	9.000000	12.833333	20.333333	15.500000	25.166667	98.024134	241.266668	28.860833	-153.866000	-203.011333	-646.406000	-18.064941	-18.692167	40.493333	20.618333	-15.789600
6041_V3_C23__VRC03	14.4	-1570.105651	-468.650597	1848.922611	-29.206098	14.333333	13.000000	-3.295074	25.000000	9.666667	10.000000	18.833333	14.000000	21.333333	94.106392	244.290771	26.029833	-221.652505	-184.865167	-588.916167	-15.740482	-16.304000	42.023333	19.586667	-12.255353
6101_1__VRC03	0.06358	-1194.910448	-482.334274	1482.949795	-29.830218	15.000000	13.666667	-6.260396	25.166667	9.166667	12.833333	18.166667	14.166667	26.166667	97.431197	244.966108	29.335000	-76.855767	-163.221833	-537.530500	-15.540256	-17.809167	41.108333	20.041667	-13.252133
62357_14_D3_4589__VRC03	0.24	-1395.978041	-457.763131	1666.954652	-29.574437	15.333333	13.833333	-3.366236	26.333333	6.500000	8.666667	17.500000	15.166667	24.833333	93.937131	241.082323	29.632833	-105.255167	-198.169167	-597.371667	-15.506792	-17.380333	40.975000	21.060000	-14.121283
6240_08_TA5_4622__VRC03	1.1	-1271.939805	-461.860419	1561.734805	-28.851551	13.333333	11.666667	-4.740753	24.000000	9.000000	9.000000	19.833333	14.833333	21.500000	95.171078	247.177665	29.396500	-184.603050	-190.125833	-611.538333	-14.621542	-17.140167	41.105000	18.821667	-12.407418
6244_13_B5_4567__VRC03	22.8	-1325.862140	-535.237918	1617.066910	-31.952024	15.666667	15.000000	-4.921555	29.500000	9.833333	12.000000	22.000000	15.666667	24.333333	103.556461	255.080780	30.557333	-104.114650	-202.774333	-670.798833	-17.097244	-18.861667	41.410000	18.905000	-15.526400
6480_V4_C25__VRC03	0.03	-1575.330865	-549.206435	1934.722579	-31.585742	14.000000	12.833333	-3.156560	28.833333	9.500000	12.500000	22.166667	19.000000	26.666667	105.575981	250.872436	28.741000	-53.647817	-256.277500	-722.468667	-17.756535	-19.327667	42.336667	19.838333	-15.976283
6535_3__VRC03	0.75844	-1280.177181	-455.492044	1553.872407	-28.901071	15.166667	14.500000	-3.384359	23.333333	8.166667	11.166667	15.000000	12.833333	26.333333	94.221478	243.990070	31.174500	17.512800	-168.786167	-507.595000	-14.544717	-16.570333	40.440000	20.313333	-11.266557
6644_V2_C33__VRC03	0.22044	-1296.218271	-511.428661	1599.254178	-31.289341	14.333333	13.000000	-6.122706	27.833333	10.500000	7.833333	22.833333	16.833333	23.500000	101.267225	252.214631	29.144833	-96.696415	-199.581167	-614.798833	-16.438726	-17.802000	42.478333	19.066667	-15.032183
6650_V1_C8__VRC03	0.05	-1566.849108	-465.124003	1828.716332	-29.722988	17.666667	15.333333	-3.039724	22.000000	11.500000	8.166667	20.000000	19.333333	16.166667	94.546172	246.812330	23.153333	-167.670550	-213.724667	-595.133667	-15.048485	-15.115667	40.885000	18.363333	-13.461985
6785_V5_C14__VRC03	0.12975	-1191.617048	-487.240460	1476.194837	-30.225571	14.666667	13.500000	-6.283213	28.000000	9.666667	8.000000	22.000000	15.833333	24.333333	97.630123	246.459938	26.822500	-122.131183	-202.294667	-616.220833	-16.195260	-17.859500	42.648333	19.481667	-15.394267
6811_V5_C20__VRC03	2.2	-1412.701173	-476.301796	1702.834550	-29.588412	13.000000	11.333333	-5.469818	29.333333	10.000000	7.166667	23.000000	11.666667	25.000000	97.607655	238.312619	25.808333	-193.884500	-212.039333	-650.197833	-15.921167	-18.097000	43.411667	18.893333	-16.112817
6838_V1_C35__VRC03	1.41951	-1153.231383	-443.573939	1440.034568	-27.639188	14.666667	12.666667	-3.754868	23.333333	9.166667	8.500000	16.833333	12.333333	23.000000	94.370371	238.684916	24.999167	-138.608430	-176.385333	-549.112833	-14.613033	-15.339000	41.740000	22.166667	-12.272117
6952_V1_C20__VRC03	0.05	-1702.766568	-468.593989	1965.359227	-29.523047	16.666667	14.666667	-2.905243	23.000000	8.666667	7.500000	19.166667	20.166667	16.000000	94.158553	245.085494	23.564167	-175.136267	-217.684333	-587.784333	-15.183402	-15.796167	39.988333	18.793333	-13.101350
700010040_C9_4520__VRC03	0.27	-1090.612346	-455.988945	1419.301697	-27.181037	10.500000	9.166667	-4.013443	24.833333	9.333333	7.500000	18.166667	9.333333	25.333333	95.509758	242.842012	26.761833	-171.308783	-175.970500	-599.410167	-14.649192	-16.229333	41.663333	21.745000	-9.999473
783_V0_C51__VRC03	1.6	-1611.582224	-468.645061	1840.498543	-29.367694	17.833333	16.666667	-3.764125	23.666667	9.833333	9.000000	18.000000	16.666667	20.500000	94.322002	244.250086	24.154500	-234.357050	-218.510000	-650.205667	-15.807493	-15.565833	41.716667	19.558333	-13.611283
89_6__VRC03	0.17566	-1685.388308	-489.115314	1952.005221	-30.886372	16.000000	14.666667	-5.992376	28.333333	9.500000	10.666667	19.833333	15.166667	24.000000	97.519899	245.674543	28.125167	-82.290965	-202.796833	-614.464667	-15.924961	-17.522333	41.888333	19.478333	-15.465533
9021_14_B2_4571__VRC03	0.31	-1358.033092	-465.261171	1629.606634	-28.994171	15.500000	13.833333	-5.030212	25.333333	9.500000	11.500000	18.166667	11.500000	24.666667	95.212314	246.453150	28.126167	-138.849135	-192.950500	-602.285667	-15.402493	-17.237000	40.488333	20.075000	-14.450310
ADA__VRC03	0.11485	-1254.305084	-450.064404	1532.665400	-28.344611	14.333333	12.333333	-3.234268	23.666667	9.166667	9.666667	16.833333	12.833333	24.333333	94.086968	242.424364	28.255500	-110.243267	-183.127333	-558.853833	-15.093146	-16.219333	41.495000	19.660000	-11.988338
BAL_26__VRC03	20.17508	-1295.932239	-474.409052	1576.998043	-28.952557	15.833333	14.833333	-3.829712	23.166667	9.666667	11.666667	19.666667	10.500000	24.000000	94.281105	244.082786	27.576500	-116.696625	-166.982167	-574.934333	-15.727285	-17.253167	42.791667	20.558333	-14.769317
BB201_B42__VRC03	18.53615	-1809.550026	-499.964311	2079.083294	-30.935828	15.166667	14.000000	-6.197657	28.166667	10.333333	9.000000	24.000000	17.333333	21.666667	97.736739	243.025357	23.545500	-268.077160	-227.539833	-666.580167	-16.566434	-18.452000	40.216667	20.661667	-14.891200
BB539_2B13__VRC03	9.91167	-1826.472043	-480.984084	2052.428776	-30.758850	17.333333	15.500000	-5.873525	27.333333	9.833333	11.833333	19.666667	16.500000	23.833333	97.042377	246.391964	23.314333	-260.782322	-218.704833	-672.234667	-17.552206	-17.586333	41.026667	20.045000	-15.372967
BF1266_431A__VRC03	0.05	-1403.863807	-508.941718	1718.683781	-31.037472	15.500000	13.833333	-5.963760	28.833333	6.833333	14.333333	17.833333	15.333333	31.833333	97.430892	243.056948	30.183833	-35.809927	-193.867833	-579.382167	-17.192027	-19.879167	41.005000	20.976667	-15.847200
BG505_W6M_C2_T332N__VRC03	0.554	-1387.800182	-520.590006	1676.662323	-31.326291	15.666667	13.666667	-6.122518	30.166667	10.000000	10.000000	23.166667	18.500000	21.166667	97.454227	244.024035	23.710500	-231.916400	-230.654833	-671.677833	-16.947454	-18.213667	41.583333	19.396667	-14.173300
BR07__VRC03	3.30551	-1329.165116	-478.986359	1609.854479	-29.438798	14.666667	13.833333	-5.563288	26.333333	8.666667	12.166667	20.166667	13.000000	22.833333	97.230278	246.952720	26.870333	-134.389032	-189.787167	-599.442833	-16.261507	-18.174667	41.265000	19.423333	-15.200417
BS208_B1__VRC03	0.27948	-1620.052922	-503.038982	1879.552237	-30.386673	15.833333	14.833333	-4.149577	26.833333	7.333333	9.000000	19.333333	14.500000	23.000000	95.854817	239.393973	24.378667	-341.070287	-236.665000	-736.021167	-16.341232	-17.683000	41.096667	20.156667	-19.611733
BX08_16__VRC03	0.09434	-1661.411284	-480.446965	1901.487069	-30.092651	16.333333	14.333333	-5.407252	26.833333	9.333333	12.333333	20.333333	13.666667	22.833333	97.227441	242.512682	26.182833	-182.847583	-205.283667	-638.177833	-16.680952	-17.888667	41.990000	19.398333	-16.094517
C3347_C11__VRC03	1.27468	-1089.306010	-464.640471	1344.271409	-27.980433	14.666667	13.000000	-3.637197	25.166667	6.500000	8.833333	18.666667	16.500000	20.000000	94.053631	244.702172	24.578500	-150.993817	-188.967167	-581.914833	-14.808182	-16.849667	41.373333	21.413333	-15.487150
CAAN5342__VRC03	8.51012	-1657.543417	-485.322622	1939.798653	-30.409812	14.333333	13.166667	-6.130936	29.833333	8.833333	12.166667	19.333333	14.833333	23.833333	97.305590	245.502136	27.386833	-172.738420	-189.371000	-621.113000	-16.837520	-17.838167	42.350000	18.631667	-13.596372
CAP244_D3__VRC03	47.1	-1430.462726	-487.524349	1686.357593	-30.649493	15.666667	15.000000	-5.773076	30.000000	8.333333	12.666667	19.500000	13.500000	27.666667	97.135490	247.768831	25.938667	-69.577888	-198.877333	-628.945167	-16.274924	-19.200000	40.428333	19.570000	-14.883583
CH064_20__VRC03	0.29	-1598.545217	-519.218792	1872.017248	-31.345722	15.000000	13.833333	-6.690867	29.833333	9.000000	9.666667	21.333333	17.166667	22.166667	97.568919	247.097768	23.439667	-208.209142	-229.701500	-693.510000	-16.926494	-17.780833	41.945000	19.848333	-17.656450
CH110_2__VRC03	1.5	-1354.224399	-485.295787	1643.995231	-30.461121	15.000000	13.833333	-3.928345	25.000000	7.166667	10.833333	16.000000	15.000000	24.833333	94.571602	243.942716	31.370167	-98.374668	-189.250333	-613.793167	-15.905217	-16.785333	42.088333	20.016667	-18.010833
CH114_8__VRC03	0.04	-949.775248	-500.895798	1258.113246	-30.461465	13.500000	12.000000	-5.840647	29.500000	9.333333	9.666667	21.333333	16.000000	20.333333	97.545271	245.030938	24.675000	-152.826718	-194.230833	-606.028167	-16.666161	-17.607667	40.155000	19.925000	-14.640417
CH115_12__VRC03	0.35	-919.689396	-506.322374	1226.699097	-30.150622	14.666667	13.500000	-5.862503	32.333333	9.333333	10.166667	21.166667	14.000000	24.500000	97.065247	248.418336	26.964500	-99.355600	-174.567000	-566.765500	-17.058746	-18.155833	41.630000	20.131667	-13.748108
CH117_4__VRC03	0.1288	-1326.511878	-456.730375	1612.067685	-29.502544	14.333333	12.666667	-2.806066	23.666667	8.500000	12.833333	14.666667	13.666667	25.333333	94.216566	243.905025	28.070333	-87.125273	-184.664167	-578.609167	-16.225364	-16.229833	41.755000	19.791667	-11.245338
CH119_10__VRC03	18.9	-967.178154	-500.535192	1292.277685	-31.164506	13.666667	12.666667	-3.126424	28.833333	9.333333	9.333333	21.333333	18.000000	21.333333	100.244745	248.531745	26.218167	-164.534148	-196.783500	-624.609500	-17.655408	-17.689833	40.935000	19.266667	-16.092967
CH120_6__VRC03	0.74	-1185.588347	-460.297057	1467.674355	-28.814944	14.166667	12.500000	-4.157461	26.166667	8.666667	9.333333	17.833333	12.500000	24.500000	95.108545	243.962531	28.317333	-179.671800	-186.062000	-621.539167	-15.266379	-16.688500	42.860000	18.895000	-13.403980
CH181_12__VRC03	7.94613	-1177.967579	-503.756112	1457.491888	-30.991366	16.166667	14.333333	-6.177200	30.000000	8.666667	11.166667	22.000000	17.000000	23.000000	97.214237	248.079624	27.363167	-151.731333	-197.270333	-633.433667	-17.168015	-18.902833	41.090000	19.278333	-18.000917
CNE10__VRC03	0.38579	-1528.668825	-481.409424	1787.121666	-30.060618	15.000000	13.833333	-6.577179	26.333333	9.500000	10.000000	22.333333	15.000000	23.166667	97.584437	243.535905	26.116667	-196.491027	-200.003333	-603.270000	-16.848824	-18.651333	42.415000	16.680000	-14.817917
CNE12__VRC03	0.16681	-1414.184591	-498.020465	1701.512510	-30.730221	14.000000	13.000000	-6.129430	28.500000	9.000000	11.166667	19.666667	14.500000	25.166667	96.872511	243.169717	28.613500	-48.208070	-183.426500	-566.020667	-16.341949	-18.285833	40.151667	19.550000	-14.484567
CNE14__VRC03	0.322	-1319.439326	-467.501704	1611.146868	-29.297835	14.166667	11.666667	-5.034210	23.666667	8.500000	10.833333	19.666667	14.000000	20.666667	95.197488	242.967825	28.209167	-205.716900	-184.382833	-589.071333	-15.625787	-17.438333	41.216667	18.683333	-13.332120
CNE15__VRC03	0.422	-1161.184361	-465.280785	1469.138596	-29.325208	12.000000	11.333333	-4.613953	26.500000	7.833333	11.333333	17.666667	14.000000	24.166667	95.171271	242.683474	30.364833	-146.268532	-182.994167	-632.391833	-14.963534	-17.122167	41.990000	21.005000	-11.373030
CNE31__VRC03	0.629	-1547.234565	-496.451378	1871.868226	-29.777458	13.833333	12.166667	-5.433039	28.500000	8.166667	12.333333	20.500000	14.166667	25.333333	97.737811	246.959153	25.621500	-134.426367	-220.987167	-670.781833	-15.775003	-18.859833	41.548333	20.436667	-13.866183
CNE4__VRC03	0.43937	-1205.305399	-488.623681	1501.465673	-30.120817	14.500000	14.000000	-4.743540	27.833333	9.833333	12.000000	20.333333	15.500000	23.333333	99.344373	250.925198	30.123833	-190.517033	-196.179833	-619.093500	-16.632413	-17.675667	43.646667	17.548333	-16.946517
CNE40__VRC03	0.29449	-1709.628085	-475.305463	1927.850447	-30.884047	16.333333	15.166667	-5.596715	30.166667	8.166667	11.333333	20.333333	13.666667	23.666667	96.464023	247.378713	28.433333	-49.742640	-213.000833	-619.621833	-17.096863	-18.499167	41.035000	19.415000	-14.411350
CNE5__VRC03	6.29593	-943.280764	-456.817107	1254.541658	-27.700124	11.833333	10.833333	-4.389674	23.666667	8.833333	8.000000	20.000000	13.666667	21.500000	95.140554	245.978209	29.262667	-137.873100	-165.681833	-539.035000	-14.472564	-17.133833	40.318333	19.576667	-11.317412
CNE53__VRC03	7.72	-1154.796712	-456.602864	1420.629707	-28.878613	14.666667	13.500000	-3.415380	25.166667	9.166667	8.833333	18.666667	17.166667	19.333333	94.553826	242.732719	28.359667	-191.034517	-198.467667	-600.605667	-15.611110	-15.937833	41.203333	19.720000	-12.553480
CNE55__VRC03	1.02335	-990.296334	-478.779476	1314.872045	-28.545219	11.500000	10.500000	-5.609238	28.333333	10.000000	7.166667	22.666667	12.833333	23.333333	97.706372	241.989604	26.231500	-128.374617	-176.600333	-563.156667	-14.852311	-17.768667	41.116667	20.863333	-12.517505
CNE57__VRC03	0.05586	-919.579564	-490.067164	1227.907825	-29.920002	14.000000	12.666667	-5.018702	25.666667	9.333333	9.333333	21.666667	12.833333	26.000000	95.529029	241.539710	30.456500	-91.913083	-182.773500	-576.089333	-15.509708	-18.457500	42.156667	19.910000	-13.781250
CNE58__VRC03	8.97998	-1274.762599	-490.772529	1547.159699	-30.728512	15.166667	13.833333	-6.121297	30.000000	7.333333	10.166667	21.666667	19.000000	21.666667	97.454117	249.186910	24.923000	-248.263767	-201.547167	-646.811500	-17.668546	-18.811667	40.301667	20.386667	-16.487800
CNE7__VRC03	0.45771	-1145.611988	-466.023066	1444.596762	-28.464588	12.000000	10.833333	-4.459254	26.833333	5.000000	8.333333	17.833333	12.666667	26.666667	95.422698	246.106195	30.499833	-162.150333	-185.157167	-633.259667	-15.277218	-18.533333	40.880000	20.381667	-14.290050
